Date,Portfolio_Value
2015-08-03,110016.77110904698
2015-08-04,111694.04236656809
2015-08-05,112840.79870552586
2015-08-06,112501.04568929499
2015-08-07,112706.95846327611
2015-08-10,112712.1142748137
2015-08-11,108759.26376869142
2015-08-12,108852.5027011249
2015-08-13,112842.6407985742
2015-08-14,112954.51687529919
2015-08-17,112283.27371769316
2015-08-18,113551.15824476328
2015-08-19,111220.4709429216
2015-08-20,110567.87823235105
2015-08-21,100667.11814843981
2015-08-24,105720.0457179167
2015-08-25,103687.68575217905
2015-08-26,105460.27734740137
2015-08-27,106063.88009058125
2015-08-28,105783.34978520288
2015-08-31,104683.85197541345
2015-09-01,104165.72907831894
2015-09-02,104720.36419104088
2015-09-03,102518.8945557025
2015-09-04,102208.98680052147
2015-09-07,107009.64682562013
2015-09-08,110218.91281234389
2015-09-09,111406.30445840367
2015-09-10,111695.17348470687
2015-09-11,112071.40252528925
2015-09-14,112480.0804789156
2015-09-15,114302.39512595274
2015-09-16,116396.98286655195
2015-09-18,116418.07560140631
2015-09-21,116713.16025044803
2015-09-22,117050.40760600791
2015-09-23,115260.97203677455
2015-09-24,115175.06045831194
2015-09-28,116873.12405239236
2015-09-29,121050.71983454944
2015-09-30,121387.64901063168
2015-10-01,124658.5077087319
2015-10-05,125457.17978996792
2015-10-06,123131.91800867731
2015-10-07,119803.67021317303
2015-10-08,123095.10224120288
2015-10-09,121360.75548998776
2015-10-12,121639.2782677506
2015-10-13,122912.00783706529
2015-10-14,124410.92077517867
2015-10-15,125757.78266063172
2015-10-16,124780.21861496917
2015-10-19,126351.27816307344
2015-10-20,127748.37470077985
2015-10-21,129038.89657054939
2015-10-23,129291.37961409656
2015-10-26,128543.7808627763
2015-10-27,122880.05722423932
2015-10-28,121240.29896156551
2015-10-29,120223.81634402247
2015-10-30,119773.80501129355
2015-11-02,119972.86331007085
2015-11-03,119618.98838373598
2015-11-04,117204.22614716573
2015-11-05,115923.89249042662
2015-11-06,114197.20733614042
2015-11-09,113587.20805129936
2015-11-10,110780.05513151425
2015-11-13,111717.22022293389
2015-11-16,111701.42249188318
2015-11-17,110416.7768802323
2015-11-18,112939.24363756373
2015-11-19,112324.52535630942
2015-11-20,112748.47030228972
2015-11-23,111646.22100440944
2015-11-24,112852.60151335695
2015-11-26,114348.50042063286
2015-11-27,116659.37866568203
2015-11-30,117227.66629972676
2015-12-01,115729.67869049327
2015-12-02,113760.91002513947
2015-12-03,111899.14538222183
2015-12-04,112583.92684933971
2015-12-07,111899.14538222185
2015-12-08,113756.13035153558
2015-12-09,115874.81103030013
2015-12-10,111556.63236175974
2015-12-11,112484.202373141
2015-12-14,112361.264731109
2015-12-15,113900.70440021117
2015-12-16,115383.3014989828
2015-12-17,114297.92176423757
2015-12-18,114553.58503762001
2015-12-21,113600.19064703351
2015-12-22,114580.32340569972
2015-12-23,114979.40043722124
2015-12-24,115327.30696183766
2015-12-28,115633.04417168642
2015-12-29,114584.8000835544
2015-12-30,115463.75260820916
2015-12-31,116192.70637956455
2016-01-01,113942.38844603367
2016-01-04,114455.15682978899
2016-01-05,111512.39102837542
2016-01-06,109578.01089701724
2016-01-07,110795.68972735187
2016-01-08,108263.74050210425
2016-01-11,107042.967171817
2016-01-12,108286.35323995825
2016-01-13,108267.3365893275
2016-01-14,107483.50933767762
2016-01-15,105802.37083111398
2016-01-18,106828.57800183858
2016-01-19,105023.69451044795
2016-01-20,105912.92584716578
2016-01-21,108931.66100497432
2016-01-22,110078.80796128631
2016-01-25,109574.44261392925
2016-01-27,111498.7260372904
2016-01-28,110040.42588704999
2016-01-29,103848.71580359433
2016-02-01,103265.64599333837
2016-02-02,102290.60240836567
2016-02-03,102814.87194453366
2016-02-04,103407.7299320902
2016-02-05,101506.66133259442
2016-02-08,101131.70430760944
2016-02-09,100093.35082751274
2016-02-10,96373.00997392836
2016-02-11,93616.05245691077
2016-02-12,98428.64587930872
2016-02-15,98413.49853699542
2016-02-16,98560.08981408302
2016-02-17,101350.26829501563
2016-02-18,102719.5204162088
2016-02-19,102538.67440533082
2016-02-22,101190.75815509178
2016-02-23,98555.58034993331
2016-02-24,98640.2920359438
2016-02-25,98535.51922360307
2016-02-26,101334.82277434862
2016-02-29,105204.79260286696
2016-03-01,107668.81690237725
2016-03-02,108907.55561286572
2016-03-03,109411.4262551408
2016-03-04,108725.28991261062
2016-03-08,109867.07279976532
2016-03-09,109435.41937747903
2016-03-10,110225.31917212805
2016-03-11,110795.73190005808
2016-03-14,109614.86475916156
2016-03-15,109480.75039553193
2016-03-16,110656.93617338165
2016-03-17,111743.50002900387
2016-03-18,113612.41771189896
2016-03-21,114508.83235442599
2016-03-22,112470.76939769322
2016-03-23,112200.69345790404
2016-03-28,113943.52280120175
2016-03-29,114771.45375156107
2016-03-30,114360.69610170081
2016-03-31,113154.47010796175
2016-04-01,113954.5577020024
2016-04-04,113562.59592889986
2016-04-05,114445.6406151574
2016-04-06,114833.1425443573
2016-04-07,115251.98538272009
2016-04-08,118787.16696941268
2016-04-11,118616.57028346094
2016-04-12,124787.21135188652
2016-04-13,124468.62108796832
2016-04-18,124960.98120729804
2016-04-20,125424.79228377448
2016-04-21,123885.48767721784
2016-04-22,124356.01205227112
2016-04-25,126023.14296099643
2016-04-26,126841.38300811077
2016-04-27,127682.33282621842
2016-04-28,128073.87136431105
2016-04-29,127326.47679189607
2016-05-02,124861.69226281981
2016-05-03,125155.96936790532
2016-05-04,124791.28692249038
2016-05-05,124947.87281469096
2016-05-06,126925.59729815031
2016-05-09,128381.06945776031
2016-05-10,127446.83841630936
2016-05-11,129720.33815797475
2016-05-12,127806.15595629935
2016-05-13,127518.72186172286
2016-05-16,127440.03829400768
2016-05-17,126978.24261881357
2016-05-18,124446.66021141513
2016-05-19,124621.43211716712
2016-05-20,125187.62407902698
2016-05-23,126594.31723305177
2016-05-24,128821.93240805253
2016-05-25,131539.774431993
2016-05-26,132775.8629062986
2016-05-27,133513.04210700752
2016-05-30,133756.350470424
2016-05-31,134779.32032984434
2016-06-01,135628.87708588046
2016-06-02,134574.64975462324
2016-06-03,135089.18520796217
2016-06-06,135389.09449868416
2016-06-07,133310.95480502336
2016-06-08,129133.62957517864
2016-06-09,129871.61197133161
2016-06-10,128926.66375061683
2016-06-13,128311.67659297228
2016-06-14,130283.36129847984
2016-06-15,129185.10577911927
2016-06-16,128999.84680284502
2016-06-17,131024.3696707854
2016-06-20,130886.79443077673
2016-06-21,131430.90420572227
2016-06-22,132756.7051740614
2016-06-23,127273.40552384684
2016-06-24,127835.24976740274
2016-06-27,127062.49123297281
2016-06-28,128269.70122989436
2016-06-29,128568.18671258619
2016-06-30,125936.96239847604
2016-07-01,125602.07981920842
2016-07-04,126416.78474968803
2016-07-05,128591.34032069813
2016-07-07,127354.75517209081
2016-07-08,129190.10501534611
2016-07-11,130608.9142614893
2016-07-12,131305.30932626972
2016-07-13,129374.97997686785
2016-07-14,130314.8370914911
2016-07-15,129548.81063680505
2016-07-18,131035.79633804529
2016-07-19,131705.2680628859
2016-07-20,129561.6869819856
2016-07-21,130655.99773224525
2016-07-22,133278.37942849222
2016-07-25,132947.63635341596
2016-07-26,134247.0896009169
2016-07-27,136418.98423167682
2016-07-28,136421.57147365712
2016-07-29,135695.68549133732
2016-08-01,136139.27781899084
2016-08-02,136277.47069902872
2016-08-03,136147.22807581213
2016-08-04,139334.95812100242
2016-08-05,141117.36874015973
2016-08-08,141316.14659888463
2016-08-09,137607.41753221603
2016-08-10,137758.82400096854
2016-08-11,137809.2977232961
2016-08-12,139266.11084186452
2016-08-16,138733.82259171817
2016-08-17,139384.1518072811
2016-08-18,139098.14449615806
2016-08-19,138301.39498514053
2016-08-22,141142.09076632818
2016-08-23,139568.45455698014
2016-08-24,136763.61328485273
2016-08-25,134664.94919832697
2016-08-26,135001.4966857355
2016-08-29,138332.6658708489
2016-08-30,140791.49315449136
2016-08-31,141022.55713296385
2016-09-01,140247.8217531872
2016-09-02,142035.1448583987
2016-09-06,141721.7929904007
2016-09-07,143915.18845247
2016-09-08,145467.9903481995
2016-09-09,145739.55681559458
2016-09-12,144578.08170217974
2016-09-14,144107.95001198622
2016-09-15,146589.92686058301
2016-09-16,146735.12048935445
2016-09-19,145207.20833553048
2016-09-20,145981.56027626252
2016-09-21,146403.28705050782
2016-09-22,147640.75272336346
2016-09-23,147825.49396485207
2016-09-26,149980.23825986887
2016-09-27,149864.83751879403
2016-09-28,148458.41577232684
2016-09-29,147918.02383235775
2016-09-30,149585.64862692702
2016-10-03,149179.2917108786
2016-10-04,148013.26112393962
2016-10-05,148162.12868502794
2016-10-06,146862.72306849834
2016-10-07,149386.45176945682
2016-10-10,146160.58518435172
2016-10-13,146050.65839298078
2016-10-14,145819.12198408265
2016-10-17,148149.15847605202
2016-10-18,147834.4380303793
2016-10-19,148207.84808800375
2016-10-20,149905.22164971888
2016-10-21,148288.18575569944
2016-10-24,146858.86500091356
2016-10-25,145917.51882992542
2016-10-26,144378.0382779956
2016-10-27,143514.8151362284
2016-10-28,142356.59292134343
2016-11-01,138665.6167178827
2016-11-02,138692.70112505063
2016-11-03,136200.44715045317
2016-11-04,135604.46806397173
2016-11-07,135922.7732612189
2016-11-08,132561.3740245913
2016-11-09,129946.94310562576
2016-11-10,128834.45668738433
2016-11-11,126731.70785506087
2016-11-15,126879.58623346945
2016-11-16,125382.74868342292
2016-11-17,124061.22992531465
2016-11-18,124563.7620382929
2016-11-21,124496.25756185451
2016-11-22,123114.13847315454
2016-11-23,124946.85541775187
2016-11-24,125750.4220135747
2016-11-25,123429.77018154367
2016-11-28,123502.2749726082
2016-11-29,122555.30849429389
2016-11-30,123508.46524996063
2016-12-01,123137.11729427728
2016-12-02,123025.70947329912
2016-12-05,122820.29768896487
2016-12-06,121255.73409666069
2016-12-07,123154.00056108908
2016-12-08,123030.80743365877
2016-12-09,121380.92826602787
2016-12-12,121174.69737486838
2016-12-13,119410.23303056636
2016-12-14,119295.66387307276
2016-12-15,120528.57195670382
2016-12-16,120858.59284469408
2016-12-19,123519.82778452455
2016-12-20,123321.27933790989
2016-12-21,122600.15280417177
2016-12-22,123067.04334005313
2016-12-23,122357.35203990954
2016-12-26,124374.33872196822
2016-12-27,124318.29981640022
2016-12-28,123552.56961068863
2016-12-29,125824.81223763268
2016-12-30,124642.00281129613
2017-01-02,123739.3502838551
2017-01-03,124224.91418343506
2017-01-04,124025.71595858994
2017-01-05,124459.6327448774
2017-01-06,124621.22543852672
2017-01-09,126617.95964538291
2017-01-10,127112.89316313025
2017-01-11,128203.84544661714
2017-01-12,129044.11065770953
2017-01-13,126379.38438091599
2017-01-16,122269.49623008237
2017-01-17,121247.8861764622
2017-01-18,121382.93781960395
2017-01-19,120455.26611190087
2017-01-20,120963.13997342509
2017-01-23,121574.05294775257
2017-01-24,120390.61512676238
2017-01-25,125971.33073497827
2017-01-27,128392.2070767533
2017-01-30,128441.36067164056
2017-01-31,128988.19548016778
2017-02-01,128232.4557625567
2017-02-02,127022.00906841707
2017-02-03,128005.11505917058
2017-02-06,126684.0621224695
2017-02-07,125911.00808123048
2017-02-08,127188.25032697646
2017-02-09,131614.83752063737
2017-02-10,131638.1825350444
2017-02-13,133040.34552598224
2017-02-14,131217.5475238808
2017-02-15,133239.53483786585
2017-02-16,134238.05382487166
2017-02-17,139495.09531229618
2017-02-20,141155.43931932346
2017-02-21,138072.2222561073
2017-02-22,142097.332336925
2017-02-23,142558.25122711487
2017-02-27,141206.99166615814
2017-02-28,141364.4590375848
2017-03-01,140191.1680423355
2017-03-02,139876.29985936527
2017-03-03,140257.2087583426
2017-03-06,140810.840553952
2017-03-07,141420.31609147834
2017-03-08,141623.45685468492
2017-03-09,142222.80197800414
2017-03-10,143299.55451881213
2017-03-14,143898.88633015472
2017-03-15,143975.07077234553
2017-03-16,144252.1133429997
2017-03-17,141645.2056940793
2017-03-20,139765.13452758297
2017-03-21,136143.21092020842
2017-03-22,137145.03696171436
2017-03-23,141152.25134148425
2017-03-24,137241.57778318142
2017-03-27,136654.69599936053
2017-03-28,137850.38698482246
2017-03-29,139386.12793976808
2017-03-30,144898.4160073144
2017-03-31,150053.73127310653
2017-04-03,149085.5026465731
2017-04-05,149631.8564405731
2017-04-06,146929.94657743684
2017-04-07,146518.63611473728
2017-04-10,146340.22093722183
2017-04-11,144764.48469636217
2017-04-12,145795.57071835906
2017-04-13,145589.34990996093
2017-04-17,146104.8839109625
2017-04-18,144635.61471110705
2017-04-19,140614.3539973279
2017-04-20,138758.420781726
2017-04-21,138500.63576123145
2017-04-24,140485.46599207906
2017-04-25,142753.86785446786
2017-04-26,141336.11781672447
2017-04-27,143578.73306806662
2017-04-28,144149.00679752845
2017-05-02,144101.67778239562
2017-05-03,142823.82355322657
2017-05-04,139700.06478533335
2017-05-05,141799.6849968959
2017-05-08,141887.44041839088
2017-05-09,140675.1206056914
2017-05-10,141700.47258823976
2017-05-11,144724.7986855893
2017-05-12,144997.66847048458
2017-05-15,148924.36169473492
2017-05-16,150530.64364038353
2017-05-17,155487.30180864842
2017-05-18,155901.71295210285
2017-05-19,154276.9503496001
2017-05-22,155393.99904131753
2017-05-23,155724.02728114428
2017-05-24,160733.44717066133
2017-05-25,162681.2789917124
2017-05-26,159316.85828619672
2017-05-29,162605.37956480152
2017-05-30,162318.64261397818
2017-05-31,159161.24391937346
2017-06-01,158191.70186788938
2017-06-02,158987.2387026621
2017-06-05,158589.45290560965
2017-06-06,161448.49487275895
2017-06-07,159210.98452367107
2017-06-08,159689.1920559889
2017-06-09,158428.01107985398
2017-06-12,157976.4269279192
2017-06-13,160083.76702315905
2017-06-14,158929.7887866001
2017-06-15,158804.30489957175
2017-06-16,160861.53912964877
2017-06-19,162679.48584685154
2017-06-20,161928.52923487846
2017-06-21,161094.14469130593
2017-06-22,162345.73904459443
2017-06-23,159557.50444304798
2017-06-27,159442.68962316605
2017-06-28,158781.4443818421
2017-06-29,157333.50850792916
2017-06-30,157453.21301706746
2017-07-03,162116.23266317503
2017-07-04,161665.17173454893
2017-07-05,161002.1191965717
2017-07-06,161880.84818607106
2017-07-07,162769.2724319098
2017-07-10,163162.55601794337
2017-07-11,160766.9766636572
2017-07-12,161224.97352748812
2017-07-13,157999.02246627453
2017-07-14,157867.2333139012
2017-07-17,158717.32337019686
2017-07-18,161435.8543616446
2017-07-19,161112.9754859198
2017-07-20,162882.9049431741
2017-07-21,164619.5788118028
2017-07-24,167273.57444395585
2017-07-25,166265.33433525244
2017-07-26,161432.1986844465
2017-07-27,161601.30400340847
2017-07-28,162089.21179028318
2017-07-31,160925.127075845
2017-08-01,163494.11542515675
2017-08-02,165591.4925744325
2017-08-03,165549.42750215574
2017-08-04,162941.01732818142
2017-08-07,160416.68854655095
2017-08-08,157756.63396188343
2017-08-09,157722.1147768555
2017-08-10,153929.24749941166
2017-08-11,156530.93990295604
2017-08-14,155839.36354957556
2017-08-16,163134.33483580497
2017-08-17,161909.9418109723
2017-08-18,153167.77065471874
2017-08-21,153501.6775161954
2017-08-22,155929.9283074277
2017-08-23,155459.9453455154
2017-08-24,155311.2502884756
2017-08-28,153892.3366985164
2017-08-29,157101.46209005287
2017-08-30,157803.21802231093
2017-08-31,158665.57157792596
2017-09-01,155259.21791863968
2017-09-04,155552.44046000182
2017-09-05,154465.88961153405
2017-09-06,154491.7516189246
2017-09-07,152516.90819899252
2017-09-08,151890.09906618154
2017-09-11,152099.04093301037
2017-09-12,152516.90819899252
2017-09-13,152379.09174615814
2017-09-14,153549.3679467867
2017-09-15,153120.45386884533
2017-09-18,153071.47944654588
2017-09-19,154632.1108969237
2017-09-20,153573.4272349053
2017-09-21,149201.785175148
2017-09-22,148711.80681431768
2017-09-25,148096.22916586546
2017-09-26,146790.6895080229
2017-09-27,146551.68653566702
2017-09-28,146896.91305129215
2017-09-29,147650.64984792648
2017-10-03,147279.83146089234
2017-10-04,147410.95114593816
2017-10-05,147533.89785688152
2017-10-06,147425.37244067225
2017-10-09,146367.46770970916
2017-10-10,145173.97890084362
2017-10-11,147952.29826924417
2017-10-12,150555.37616283778
2017-10-13,151071.92097407512
2017-10-16,150591.98553636315
2017-10-17,151995.19306589945
2017-10-18,150360.12970067767
2017-10-19,151572.1996592682
2017-10-23,151881.30900373805
2017-10-24,146024.39168559675
2017-10-25,147905.71080879858
2017-10-26,147749.5722544086
2017-10-27,149573.3492666934
2017-10-30,149349.3998611597
2017-10-31,155968.3576749461
2017-11-01,155270.1907265627
2017-11-02,155901.0759300486
2017-11-03,156245.96741444536
2017-11-06,151923.01433508142
2017-11-07,148756.2100590749
2017-11-08,148911.0013365808
2017-11-09,148434.43086349216
2017-11-10,147746.01004657472
2017-11-13,147303.68813264256
2017-11-14,147722.73893846382
2017-11-15,153403.19022983406
2017-11-16,156361.10790330704
2017-11-17,156138.73038071752
2017-11-20,156826.7737706762
2017-11-21,157591.25168187232
2017-11-22,160342.65096817174
2017-11-23,161086.56352241887
2017-11-24,161621.66269068717
2017-11-27,162300.3090268703
2017-11-28,161970.6531531705
2017-11-29,160882.8444142082
2017-11-30,159679.70353100682
2017-12-01,159156.58876015854
2017-12-04,161292.54290343964
2017-12-05,158254.26000951833
2017-12-06,158811.521036299
2017-12-07,161382.24372478912
2017-12-08,161745.7847320981
2017-12-11,161648.68069964816
2017-12-12,159205.0267847237
2017-12-13,160664.788175078
2017-12-14,160359.67077973974
2017-12-15,160577.6152042331
2017-12-18,163072.8425781743
2017-12-19,164164.47792142624
2017-12-20,164177.65672866872
2017-12-21,164911.43715761675
2017-12-22,165079.7304693982
2017-12-26,164054.7901148924
2017-12-27,164496.29395627574
2017-12-28,169145.78352624344
2017-12-29,167152.66100265103
2018-01-01,168761.5438080115
2018-01-02,169239.36258807863
2018-01-03,170422.67709971723
2018-01-04,170968.95361919806
2018-01-05,170693.7225698341
2018-01-08,171566.91772716216
2018-01-09,171237.60890953726
2018-01-10,172004.62652277524
2018-01-11,171338.6669658728
2018-01-12,171365.7505892612
2018-01-15,177902.5245571946
2018-01-16,180280.06428334364
2018-01-17,182105.37018049308
2018-01-18,184670.1510737005
2018-01-19,194934.79030436501
2018-01-22,200924.23323670818
2018-01-23,205626.69359088404
2018-01-24,207443.82507697196
2018-01-25,205632.6984478689
2018-01-29,203102.91825151874
2018-01-30,199563.59678807855
2018-01-31,195747.02138248456
2018-02-01,189470.89259027608
2018-02-02,188633.92974506514
2018-02-05,189206.05366376622
2018-02-06,189693.8527259719
2018-02-07,190435.4173067054
2018-02-08,190275.33122894907
2018-02-09,194015.75091119992
2018-02-12,197862.14351244722
2018-02-14,198816.86039697312
2018-02-15,199306.16536088783
2018-02-16,198499.1540035051
2018-02-19,196947.15639039723
2018-02-20,198157.7125713761
2018-02-21,198672.33676725838
2018-02-22,200339.76411037723
2018-02-23,203008.86302623164
2018-02-26,205560.77241471026
2018-02-27,205067.54453446652
2018-02-28,203995.5219289705
2018-03-01,208572.1242103266
2018-03-05,205581.57510360703
2018-03-06,200819.23817298518
2018-03-07,203038.25711194225
2018-03-08,205076.11485748756
2018-03-09,206296.1567588456
2018-03-12,195120.04357582203
2018-03-13,195565.84697790616
2018-03-14,197275.5565518939
2018-03-15,194733.3502609927
2018-03-16,193748.9443123837
2018-03-19,192515.67144045312
2018-03-20,190669.6265126932
2018-03-21,193061.24784333905
2018-03-22,190031.8842300548
2018-03-23,191562.47448546215
2018-03-26,193650.14311024483
2018-03-27,189864.4646393294
2018-03-28,178609.69865315908
2018-04-02,179128.0201840697
2018-04-03,178202.04744308224
2018-04-04,180850.4908975643
2018-04-05,181408.04495931283
2018-04-06,182403.7085323979
2018-04-09,183258.37816046947
2018-04-10,186016.07085624305
2018-04-11,185586.45075465014
2018-04-12,186557.24659537748
2018-04-13,188214.45657105264
2018-04-16,188834.69440052105
2018-04-17,187293.77034405447
2018-04-18,187914.0207899837
2018-04-19,189551.83926540674
2018-04-20,191206.49866986868
2018-04-23,194422.91600382235
2018-04-24,195408.02899558315
2018-04-25,198119.34223961495
2018-04-26,199592.8898380051
2018-04-27,202001.08663861512
2018-04-30,203972.266268696
2018-05-02,203806.56601514757
2018-05-03,205940.01408032211
2018-05-04,207678.03523782
2018-05-07,204614.57920366476
2018-05-08,205518.69240622004
2018-05-09,206455.04769713452
2018-05-10,206795.9636116706
2018-05-11,206241.9848074506
2018-05-14,204642.82268596263
2018-05-15,203854.79662124402
2018-05-16,203732.27921205648
2018-05-17,204330.31052510816
2018-05-18,206615.72674802382
2018-05-21,207329.90102255624
2018-05-22,208579.75666642137
2018-05-23,210540.97506148266
2018-05-24,212947.47198312453
2018-05-25,216498.8801373498
2018-05-28,217824.90007010134
2018-05-29,214068.02441969875
2018-05-30,214744.2658270965
2018-05-31,217374.0882581915
2018-06-01,215458.07883374224
2018-06-04,212660.16572986057
2018-06-05,214174.88731624463
2018-06-06,215391.15677179914
2018-06-07,214049.03941504197
2018-06-08,213312.67521248877
2018-06-11,214057.4871392074
2018-06-12,216552.57656671095
2018-06-13,217186.8381063682
2018-06-14,216355.3592317214
2018-06-15,215056.08721557417
2018-06-18,214526.96765228486
2018-06-19,214794.7717995899
2018-06-20,218274.5996635188
2018-06-21,218502.25035085
2018-06-22,219718.84653048305
2018-06-25,214140.84622393447
2018-06-26,207414.07808536667
2018-06-27,210615.07998879853
2018-06-28,216744.41567374647
2018-06-29,213125.91907597968
2018-07-02,215499.90602274475
2018-07-03,218971.51403359234
2018-07-04,221074.2625069041
2018-07-05,224065.46534761734
2018-07-06,226612.7309994176
2018-07-09,227057.64765484526
2018-07-10,239747.9685846326
2018-07-11,235009.11584069952
2018-07-12,236631.22467537326
2018-07-13,235323.76329731283
2018-07-16,234449.76423407893
2018-07-17,234390.52279157087
2018-07-18,235456.8408915032
2018-07-19,237263.11325567798
2018-07-20,233729.69184160378
2018-07-23,232711.851906487
2018-07-24,233591.625861588
2018-07-25,242947.1816587816
2018-07-26,249368.5260367576
2018-07-27,261403.20389304977
2018-07-30,264131.3978406543
2018-07-31,261993.35782093526
2018-08-01,261915.92439443915
2018-08-02,263937.8841349576
2018-08-03,263270.3247247935
2018-08-06,264682.79313896556
2018-08-07,263676.6895346477
2018-08-08,267004.76199780306
2018-08-09,268068.9057417212
2018-08-10,272577.1463395604
2018-08-13,277832.73073445173
2018-08-14,275583.5690216192
2018-08-16,276166.7844666319
2018-08-17,275782.5484087412
2018-08-20,278529.46079852554
2018-08-21,280938.4163020971
2018-08-23,277098.4931669047
2018-08-24,285281.742398604
2018-08-27,284442.4449174522
2018-08-28,285911.2352675617
2018-08-29,289016.7070769611
2018-08-30,294098.2691122813
2018-08-31,291137.54013269866
2018-09-03,286214.85258582956
2018-09-04,285384.85324564215
2018-09-05,286270.64661500236
2018-09-06,286933.22777839
2018-09-07,284729.25535822153
2018-09-10,279044.8326318299
2018-09-11,278731.16036170296
2018-09-12,278875.7619934371
2018-09-14,280057.24162486556
2018-09-17,274167.1461243203
2018-09-18,275972.88538063783
2018-09-19,277225.1712506458
2018-09-21,270956.75260125304
2018-09-24,270637.84723822825
2018-09-25,275212.2315380431
2018-09-26,277876.776785298
2018-09-27,279889.5125724053
2018-09-28,286253.7077180135
2018-10-01,280071.74470753735
2018-10-03,260816.95999844692
2018-10-04,261822.81885713222
2018-10-05,259118.37222543373
2018-10-08,258532.16263890298
2018-10-09,262069.23850899615
2018-10-10,258125.86921192604
2018-10-11,260215.0832782326
2018-10-12,263264.03016096493
2018-10-15,261926.61652060147
2018-10-16,259113.28569542774
2018-10-17,258214.39143382054
2018-10-19,256854.51580371856
2018-10-22,248411.6772712303
2018-10-23,245465.13458864272
2018-10-24,241955.96667703142
2018-10-25,236305.63967364313
2018-10-26,246007.55631161656
2018-10-29,249136.955697466
2018-10-30,249006.71385637633
2018-10-31,248698.42085561942
2018-11-01,247038.37851378226
2018-11-02,250577.71076680484
2018-11-05,256123.76263004527
2018-11-06,257376.0437354268
2018-11-07,253009.49386071868
2018-11-09,253758.23523546444
2018-11-12,254331.2700818993
2018-11-13,247194.0365125899
2018-11-14,246168.78930990558
2018-11-15,247976.0990178173
2018-11-16,252947.08989025364
2018-11-19,250175.65396476665
2018-11-20,249371.802007347
2018-11-21,249447.51293345058
2018-11-22,254064.79996812032
2018-11-26,260140.76928998128
2018-11-27,263331.5356147461
2018-11-28,266952.601036508
2018-11-29,268001.0304937765
2018-11-30,269927.76383521163
