Date,Portfolio_Value
2016-07-22,131127.70285935866
2016-07-25,131294.38424174653
2016-07-26,135785.43966580552
2016-07-27,137561.32921932015
2016-07-28,136026.71061720693
2016-07-29,129093.42365852997
2016-08-01,126920.31506753869
2016-08-02,127049.14992075291
2016-08-03,127105.48304313413
2016-08-04,127950.45303438147
2016-08-05,127986.30382539415
2016-08-08,128038.49079311079
2016-08-09,124907.33657295998
2016-08-10,126207.86769429108
2016-08-11,127897.93088337517
2016-08-12,127752.21643517955
2016-08-16,128543.30593098637
2016-08-17,130375.322042868
2016-08-18,129813.21239422575
2016-08-19,130146.31491346267
2016-08-22,129088.64284151728
2016-08-23,128185.7289561633
2016-08-24,127205.95792028267
2016-08-25,129115.24817508714
2016-08-26,127163.77230605848
2016-08-29,129352.00390238197
2016-08-30,131651.20224708781
2016-08-31,130886.50865037295
2016-09-01,128870.80469353955
2016-09-02,130405.092643939
2016-09-06,129036.25810078178
2016-09-07,129302.00860127836
2016-09-08,129034.090209038
2016-09-09,131339.39313006596
2016-09-12,132930.94270484187
2016-09-14,132514.6845624882
2016-09-15,134404.61302011192
2016-09-16,133607.21653976853
2016-09-19,132595.034495318
2016-09-20,132354.34086359525
2016-09-21,133777.1819978051
2016-09-22,134370.85075026195
2016-09-23,134906.96532779007
2016-09-26,135408.36533470513
2016-09-27,135304.1767703405
2016-09-28,134034.40101941573
2016-09-29,133546.51281440782
2016-09-30,135052.11348583087
2016-10-03,135751.6981909227
2016-10-04,134891.12999335668
2016-10-05,137540.92085590455
2016-10-06,137396.10020886964
2016-10-07,139757.15190566517
2016-10-10,137406.72851031012
2016-10-13,137303.38545952208
2016-10-14,135137.41763300422
2016-10-17,141195.74814674322
2016-10-18,142012.01734720523
2016-10-19,142038.1329613359
2016-10-20,138988.54847463025
2016-10-21,138206.48370228367
2016-10-24,136757.19841998126
2016-10-25,135880.60261429453
2016-10-26,135190.92271352294
2016-10-27,135941.369542955
2016-10-28,134844.26807662152
2016-11-01,131348.06902865125
2016-11-02,131373.72415979693
2016-11-03,129012.98935876574
2016-11-04,129936.41424400824
2016-11-07,130554.2327155641
2016-11-08,127325.59863417127
2016-11-09,124814.42986955646
2016-11-10,123745.88331731042
2016-11-11,121726.18673659135
2016-11-15,120124.23302909912
2016-11-16,119052.75307450336
2016-11-17,120239.92421797948
2016-11-18,118979.34234275423
2016-11-21,119384.20094876115
2016-11-22,120174.2435638658
2016-11-23,117595.68803481951
2016-11-24,123562.07601047747
2016-11-25,121281.80884737946
2016-11-28,121353.05188864472
2016-11-29,126151.1266709228
2016-11-30,127132.24939909054
2016-12-01,127303.94472085264
2016-12-02,127966.23117447078
2016-12-05,128039.80998458575
2016-12-06,126911.50439512527
2016-12-07,128898.31231425737
2016-12-08,131694.58145447832
2016-12-09,129928.5185393115
2016-12-12,131522.27002744042
2016-12-13,134014.08093721804
2016-12-14,133185.58282649537
2016-12-15,133716.83332253835
2016-12-16,134399.865914726
2016-12-19,133811.70480902516
2016-12-20,134488.4120505787
2016-12-21,133236.1768585436
2016-12-22,132656.78290964698
2016-12-23,131891.7904130297
2016-12-26,134063.86162429547
2016-12-27,132175.0850635879
2016-12-28,134158.29608562126
2016-12-29,136292.5952590406
2016-12-30,136632.57853333562
2017-01-02,137173.99812044666
2017-01-03,137712.28073867233
2017-01-04,137491.45513341564
2017-01-05,134192.70123478127
2017-01-06,134478.60969815083
2017-01-09,135258.32371350328
2017-01-10,137447.00048040375
2017-01-11,137098.97854604077
2017-01-12,137997.5436534073
2017-01-13,136206.74222738176
2017-01-16,131777.26602217485
2017-01-17,130676.21478733947
2017-01-18,130821.76814981946
2017-01-19,127790.10771681057
2017-01-20,128328.9073688776
2017-01-23,127365.805535196
2017-01-24,126125.9890799857
2017-01-25,127093.04058357843
2017-01-27,129535.47358287996
2017-01-30,129585.0648652248
2017-01-31,130136.76895620466
2017-02-01,129374.29976547239
2017-02-02,128153.07466667434
2017-02-03,129144.93471016042
2017-02-06,127812.11847715237
2017-02-07,127665.45137055687
2017-02-08,126883.21825949372
2017-02-09,125369.52070641154
2017-02-10,125391.75796569196
2017-02-13,125818.49543625225
2017-02-14,126883.70420598777
2017-02-15,127430.69548647285
2017-02-16,125919.79350813733
2017-02-17,128850.49085542915
2017-02-20,129440.32118328086
2017-02-21,143630.92127983068
2017-02-22,140686.94551496577
2017-02-23,140616.29503725484
2017-02-27,140616.29503725484
2017-02-28,140773.1036916848
2017-03-01,139604.72080351604
2017-03-02,139291.1697761061
2017-03-03,139670.4852582144
2017-03-06,140221.8011030946
2017-03-07,140828.72708453189
2017-03-08,141031.01806995762
2017-03-09,141627.8560147036
2017-03-10,142700.10428778012
2017-03-14,143296.92897623611
2017-03-15,143372.79472391578
2017-03-16,144232.59769342525
2017-03-17,145269.4649284873
2017-03-20,143341.28860196716
2017-03-21,142876.25626752447
2017-03-22,144418.77530196964
2017-03-23,145944.28652257944
2017-03-24,141900.8479173499
2017-03-27,141294.0418451915
2017-03-28,143946.49495517727
2017-03-29,145550.15042875876
2017-03-30,151306.2064244079
2017-03-31,157463.16039871878
2017-04-03,162085.13432805607
2017-04-05,162781.09748377255
2017-04-06,162820.7070720813
2017-04-07,162288.84713771442
2017-04-10,162894.2465510866
2017-04-11,163369.50229280107
2017-04-12,164672.57488534923
2017-04-13,167936.34032905198
2017-04-17,165324.13628738257
2017-04-18,165155.1912645943
2017-04-19,165245.68915821586
2017-04-20,169139.05131162103
2017-04-21,168824.82523753375
2017-04-24,171244.22652769604
2017-04-25,174009.28638378574
2017-04-26,172281.12534656737
2017-04-27,175014.75271081695
2017-04-28,171922.63894645934
2017-05-02,171866.1909045259
2017-05-03,170342.12857382794
2017-05-04,166616.50560396124
2017-05-05,169120.66609439164
2017-05-08,169225.3296226424
2017-05-09,168127.59056452222
2017-05-10,168207.71517572072
2017-05-11,171797.78776679613
2017-05-12,174839.26869801385
2017-05-15,175331.64996007088
2017-05-16,179444.82353376143
2017-05-17,178402.0873481377
2017-05-18,177880.64838287898
2017-05-19,176026.8276664239
2017-05-22,177301.35725173375
2017-05-23,177677.91268639456
2017-05-24,184050.43911732058
2017-05-25,186280.835517707
2017-05-26,186956.77029489158
2017-05-29,186630.25815562165
2017-05-30,187449.4060694853
2017-05-31,183803.1674089283
2017-06-01,184440.8127278679
2017-06-02,184587.54524959452
2017-06-05,184971.25944611456
2017-06-06,185180.05120190678
2017-06-07,185625.85421268028
2017-06-08,186756.33510570266
2017-06-09,183046.1126200568
2017-06-12,182524.35688400315
2017-06-13,184959.15619615006
2017-06-14,183625.86147881756
2017-06-15,184166.49168318725
2017-06-16,186775.7784750729
2017-06-19,186075.18002666315
2017-06-20,187415.66590967894
2017-06-21,187338.45780924745
2017-06-22,185203.581540088
2017-06-23,183989.9540602905
2017-06-27,183857.55807234085
2017-06-28,184701.65659505443
2017-06-29,183479.96130251524
2017-06-30,184207.40908472674
2017-07-03,183624.35780045704
2017-07-04,186297.45326586132
2017-07-05,186284.53777082998
2017-07-06,184002.70831335714
2017-07-07,185012.54035462296
2017-07-10,185459.56818883706
2017-07-11,185553.34733819313
2017-07-12,185807.19903281901
2017-07-13,185409.8840616005
2017-07-14,185674.77028766583
2017-07-17,185967.2486720867
2017-07-18,184882.3265727566
2017-07-19,186914.34386154267
2017-07-20,186056.7732296437
2017-07-21,189558.1821935486
2017-07-24,190246.22261214617
2017-07-25,191110.1644755103
2017-07-26,189170.44837807413
2017-07-27,182365.96857363384
2017-07-28,184898.49133908097
2017-07-31,183570.59600839735
2017-08-01,186501.0937559587
2017-08-02,188893.614926164
2017-08-03,185694.08162713528
2017-08-04,182768.27065290688
2017-08-07,179936.7723994701
2017-08-08,176953.03273554734
2017-08-09,179125.3696950683
2017-08-10,174817.80157605303
2017-08-11,177772.5496421506
2017-08-14,180205.65337278493
2017-08-16,180320.7479657595
2017-08-17,180320.7479657595
2017-08-18,179399.65538057635
2017-08-21,178900.81464542192
2017-08-22,181423.71018580152
2017-08-23,179818.21255398283
2017-08-24,181751.07498590456
2017-08-28,180090.60885863952
2017-08-29,182400.84128139148
2017-08-30,183215.60691574763
2017-08-31,182302.86746938652
2017-09-01,180580.51819842806
2017-09-04,182735.18309285038
2017-09-05,183208.83768596698
2017-09-06,183901.11877110525
2017-09-07,186097.65637176775
2017-09-08,185332.8381494081
2017-09-11,185587.7842546888
2017-09-12,186097.65637176775
2017-09-13,184968.81238331937
2017-09-14,183646.24403359691
2017-09-15,183818.04883694882
2017-09-18,184454.99656253032
2017-09-19,184545.95470198226
2017-09-20,183282.46689210035
2017-09-21,178065.12327017283
2017-09-22,175688.11784358943
2017-09-25,175378.007372838
2017-09-26,173831.96568745375
2017-09-27,175671.55491539897
2017-09-28,176689.17535618535
2017-09-29,177838.97596466306
2017-10-03,176369.7583263478
2017-10-04,176526.77607232137
2017-10-05,176674.00656193434
2017-10-06,175323.15603212407
2017-10-09,176026.1996933597
2017-10-10,174800.77371890636
2017-10-11,181583.49853988475
2017-10-12,182353.3301761818
2017-10-13,182978.9715110517
2017-10-16,182397.6716095345
2017-10-17,181192.1279612929
2017-10-18,181701.7459964191
2017-10-19,184161.83166077474
2017-10-23,181613.56643887568
2017-10-24,183338.5598876338
2017-10-25,185700.6196418667
2017-10-26,185504.58240881024
2017-10-27,188028.2435043081
2017-10-30,187699.0631555772
2017-10-31,190033.21114734974
2017-11-01,188846.1905712597
2017-11-02,189613.49990995883
2017-11-03,190032.97155924336
2017-11-06,184775.21269879446
2017-11-07,184156.38968495873
2017-11-08,184581.8251847693
2017-11-09,186041.85408028605
2017-11-10,184088.69128176628
2017-11-13,182951.8135676482
2017-11-14,182332.81788593106
2017-11-15,186490.34544411144
2017-11-16,188151.27506991263
2017-11-17,184360.46001407574
2017-11-20,185141.77095151978
2017-11-21,184784.41754283925
2017-11-22,189555.58214281686
2017-11-23,193055.0565126519
2017-11-24,190989.7931802019
2017-11-27,188303.03512347557
2017-11-28,187920.5638765867
2017-11-29,186658.47332106883
2017-11-30,183350.17843623008
2017-12-01,188427.32564756362
2017-12-04,188236.07598950717
2017-12-05,186462.75222187417
2017-12-06,190384.98683899693
2017-12-07,193466.7972896571
2017-12-08,193902.61422183126
2017-12-11,191505.65053798447
2017-12-12,188610.64681360012
2017-12-13,190340.03027333558
2017-12-14,189978.55682961922
2017-12-15,190236.7562075113
2017-12-18,187869.52630188904
2017-12-19,189127.15455922947
2017-12-20,188917.56873127885
2017-12-21,189606.2564329609
2017-12-22,188767.67242513734
2017-12-26,185593.3454173836
2017-12-27,187076.67841724705
2017-12-28,186513.8728376012
2017-12-29,184992.46509416844
2018-01-01,186773.0601168617
2018-01-02,185249.43602296626
2018-01-03,184179.2928754728
2018-01-04,183562.55080103106
2018-01-05,184616.30828516712
2018-01-08,185560.7253611521
2018-01-09,185204.55656196974
2018-01-10,189349.56231011348
2018-01-11,189815.97589064535
2018-01-12,196746.6329773792
2018-01-15,199614.478740723
2018-01-16,198600.70140047336
2018-01-17,203201.99068859182
2018-01-18,205082.41855295672
2018-01-19,203864.43981183588
2018-01-22,208668.50414737163
2018-01-23,210210.78303436105
2018-01-24,215007.95542310996
2018-01-25,216379.87449471062
2018-01-29,214139.04604683205
2018-01-30,210407.40630300727
2018-01-31,209373.86556413348
2018-02-01,209126.96550790733
2018-02-02,205460.81455984944
2018-02-05,199964.16818637625
2018-02-06,200198.8603883109
2018-02-07,202470.78899411907
2018-02-08,200971.11033704455
2018-02-09,200663.59721633384
2018-02-12,204641.78441014493
2018-02-14,210865.37945780472
2018-02-15,213438.69491901854
2018-02-16,214138.76736836927
2018-02-19,215122.63758515325
2018-02-20,217099.89025000235
2018-02-21,219625.82507890798
2018-02-22,218660.90989234103
2018-02-23,215434.83318173955
2018-02-26,217629.70070265594
2018-02-27,221868.0454591945
2018-02-28,219625.82507890798
2018-03-01,218708.2072058351
2018-03-05,217847.24612637807
2018-03-06,216475.49905682966
2018-03-07,218867.51705569043
2018-03-08,218654.9021185822
2018-03-09,220568.49806418284
2018-03-12,219741.61264661833
2018-03-13,220243.6705423734
2018-03-14,222169.12285398814
2018-03-15,220177.6059900196
2018-03-16,215452.35720667927
2018-03-19,213587.13515563603
2018-03-20,215291.44189040494
2018-03-21,210862.03194960518
2018-03-22,212005.95216938382
2018-03-23,209763.47355492326
2018-03-26,209536.5178430484
2018-03-27,205505.5919721972
2018-03-28,206477.00666145972
2018-04-02,207076.1985250462
2018-04-03,204125.58770617496
2018-04-04,208365.3991846616
2018-04-05,204634.00261542576
2018-04-06,201774.20872899698
2018-04-09,207485.80794137024
2018-04-10,210608.07772668704
2018-04-11,211700.156613418
2018-04-12,212807.55228096773
2018-04-13,205858.97994552425
2018-04-16,207440.72616273744
2018-04-17,206067.6864556582
2018-04-18,207012.33813693884
2018-04-19,203848.84570251245
2018-04-20,205448.86399495573
2018-04-23,208904.8620493702
2018-04-24,207366.41284684473
2018-04-25,208392.0597032986
2018-04-26,207652.5398588857
2018-04-27,209908.92077877358
2018-04-30,212629.5307588693
2018-05-02,212456.79763292457
2018-05-03,210766.60334105702
2018-05-04,214533.67215847617
2018-05-07,213671.98063198623
2018-05-08,215793.02068709873
2018-05-09,216776.1864239817
2018-05-10,218848.54612757018
2018-05-11,219936.41742701837
2018-05-14,221682.39874632386
2018-05-15,220110.454742147
2018-05-16,218806.4232917215
2018-05-17,218861.89319507513
2018-05-18,221309.8438686713
2018-05-21,222074.80885792666
2018-05-22,223413.55185564386
2018-05-23,225514.24836909323
2018-05-24,228091.89077018935
2018-05-25,231895.86831098917
2018-05-28,232334.9712826234
2018-05-29,234135.29396190107
2018-05-30,246110.35264568834
2018-05-31,249124.29354613338
2018-06-01,246928.4269728981
2018-06-04,243232.63025076335
2018-06-05,244965.11133996653
2018-06-06,245542.56100508716
2018-06-07,247032.5403293245
2018-06-08,246182.70741224432
2018-06-11,246369.55807269775
2018-06-12,244874.81516098412
2018-06-13,245592.0297965691
2018-06-14,244651.80438356567
2018-06-15,243392.14121457053
2018-06-18,243225.96544190924
2018-06-19,243558.26460716157
2018-06-20,247504.08148421737
2018-06-21,247762.21721945188
2018-06-22,249141.72963382106
2018-06-25,250198.99979096046
2018-06-26,242339.54331746095
2018-06-27,237095.5580267915
2018-06-28,243995.53054838657
2018-06-29,249128.54908974175
2018-07-02,251903.56550337054
2018-07-03,256779.29577388318
2018-07-04,250140.02951617396
2018-07-05,249127.07948527116
2018-07-06,254109.35489651904
2018-07-09,261398.02831822052
2018-07-10,265224.38882902195
2018-07-11,267409.6544626161
2018-07-12,272171.6525618496
2018-07-13,275363.72314326174
2018-07-16,276366.712260411
2018-07-17,275253.2221507949
2018-07-18,274035.7020973435
2018-07-19,280570.7723946143
2018-07-20,282204.5625122599
2018-07-23,280975.6254810512
2018-07-24,282322.17074772104
2018-07-25,280179.89142427815
2018-07-26,281400.2233748512
2018-07-27,277279.1524929217
2018-07-30,285611.4268117427
2018-07-31,287140.6620328468
2018-08-01,281361.008873731
2018-08-02,283432.0443969602
2018-08-03,287200.8766984959
2018-08-06,285178.0063233501
2018-08-07,293245.45463316015
2018-08-08,293305.66929880925
2018-08-09,294474.6349408626
2018-08-10,299426.9530793689
2018-08-13,299331.33248182695
2018-08-14,296908.1314043674
2018-08-16,297074.2476157699
2018-08-17,304761.77706740785
2018-08-20,307797.33499589
2018-08-21,310788.61059406045
2018-08-23,312759.4188958603
2018-08-24,321178.0895546173
2018-08-27,323288.4103910973
2018-08-28,319975.38954564166
2018-08-29,321359.5809481078
2018-08-30,319726.4232798692
2018-08-31,311840.55126176844
2018-09-03,315087.98530983314
2018-09-04,311295.08084337774
2018-09-05,312261.2958172613
2018-09-06,316519.2293383371
2018-09-07,310887.4577419126
2018-09-10,304680.80459025496
2018-09-11,308324.1081942807
2018-09-12,308484.0622126617
2018-09-14,301776.0557700269
2018-09-17,301321.63053630694
2018-09-18,299737.28333707375
2018-09-19,301408.37314779597
2018-09-21,305010.37447364966
2018-09-24,304651.38934682024
2018-09-25,306609.93200813176
2018-09-26,300293.5942723512
2018-09-27,301299.59062264743
2018-09-28,295012.268967673
2018-10-01,287840.9119218802
2018-10-03,279424.9971972802
2018-10-04,271302.7028929423
2018-10-05,274436.90252892347
2018-10-08,270375.71381022263
2018-10-09,282382.5944948609
2018-10-10,275187.31698426395
2018-10-11,277414.62265985535
2018-10-12,272159.9000412271
2018-10-15,270777.2942881641
2018-10-16,265837.1320652139
2018-10-17,257620.99675287807
2018-10-19,267135.2589133788
2018-10-22,263664.37655118044
2018-10-23,262970.18982525344
2018-10-24,261296.0260478073
2018-10-25,257784.28353860078
2018-10-26,285347.11860230216
2018-10-29,277267.78551466856
2018-10-30,288533.38039149216
2018-10-31,287174.0138562134
2018-11-01,292244.55175965937
2018-11-02,293226.45259048714
2018-11-05,291809.81911310775
2018-11-06,295772.486209612
2018-11-07,296562.00074546546
2018-11-09,292822.27330430166
2018-11-12,299927.7737020093
2018-11-13,304664.8087471407
2018-11-14,307490.3875475742
2018-11-15,312028.4701335275
2018-11-16,313522.9727422659
2018-11-19,313297.2023985672
2018-11-20,312290.5314239501
2018-11-21,308176.2535774745
2018-11-22,311940.40291722084
2018-11-26,310452.26746615255
2018-11-27,314260.1313514695
2018-11-28,317061.3792144579
2018-11-29,310889.93496860017
2018-11-30,311196.3214536145
